MoveNumber,Side,Move,FEN,GameNumber
83,white,Rd3,84p2p1Pp1k3r1P1p1p16P13R1P1P1K68,422
84,black,Ra8,r74p2p1Pp1k32P1p1p16P13R1P1P1K68,422
85,white,Kb3,r74p2p1Pp1k32P1p1p16P11K1R1P1P88,422
86,black,Ra5,84p2p1Pp1k3r1P1p1p16P11K1R1P1P88,422
1,white,c4,rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR,423
2,black,Nf6,rnbqkb1rpppppppp5n282P58PP1PPPPPRNBQKBNR,423
3,white,Nc3,rnbqkb1rpppppppp5n282P52N5PP1PPPPPR1BQKBNR,423
4,black,e6,rnbqkb1rpppp1ppp4pn282P52N5PP1PPPPPR1BQKBNR,423
5,white,d4,rnbqkb1rpppp1ppp4pn282PP42N5PP2PPPPR1BQKBNR,423
6,black,Bb4,rnbqk2rpppp1ppp4pn281bPP42N5PP2PPPPR1BQKBNR,423
7,white,e3,rnbqk2rpppp1ppp4pn281bPP42N1P3PP3PPPR1BQKBNR,423
8,black,b6,rnbqk2rp1pp1ppp1p2pn281bPP42N1P3PP3PPPR1BQKBNR,423
9,white,Ne2,rnbqk2rp1pp1ppp1p2pn281bPP42N1P3PP2NPPPR1BQKB1R,423
10,black,Ba6,rn1qk2rp1pp1pppbp2pn281bPP42N1P3PP2NPPPR1BQKB1R,423
11,white,a3,rn1qk2rp1pp1pppbp2pn281bPP4P1N1P31P2NPPPR1BQKB1R,423
12,black,Bxc3+,rn1qk2rp1pp1pppbp2pn282PP4P1b1P31P2NPPPR1BQKB1R,423
13,white,Nxc3,rn1qk2rp1pp1pppbp2pn282PP4P1N1P31P3PPPR1BQKB1R,423
14,black,d5,rn1qk2rp1p2pppbp2pn23p42PP4P1N1P31P3PPPR1BQKB1R,423
15,white,b3,rn1qk2rp1p2pppbp2pn23p42PP4PPN1P35PPPR1BQKB1R,423
16,black,O-O,rn1q1rk1p1p2pppbp2pn23p42PP4PPN1P35PPPR1BQKB1R,423
17,white,a4,rn1q1rk1p1p2pppbp2pn23p4P1PP41PN1P35PPPR1BQKB1R,423
18,black,c5,rn1q1rk1p4pppbp2pn22pp4P1PP41PN1P35PPPR1BQKB1R,423
19,white,Ba3,rn1q1rk1p4pppbp2pn22pp4P1PP4BPN1P35PPPR2QKB1R,423
20,black,dxc4,rn1q1rk1p4pppbp2pn22p5P1pP4BPN1P35PPPR2QKB1R,423
21,white,bxc4,rn1q1rk1p4pppbp2pn22p5P1PP4B1N1P35PPPR2QKB1R,423
22,black,Nc6,r2q1rk1p4pppbpn1pn22p5P1PP4B1N1P35PPPR2QKB1R,423
23,white,Nb5,r2q1rk1p4pppbpn1pn21Np5P1PP4B3P35PPPR2QKB1R,423
24,black,Bb7,r2q1rk1pb3ppp1pn1pn21Np5P1PP4B3P35PPPR2QKB1R,423
25,white,Be2,r2q1rk1pb3ppp1pn1pn21Np5P1PP4B3P34BPPPR2QK2R,423
26,black,Ne4,r2q1rk1pb3ppp1pn1p31Np5P1PPn3B3P34BPPPR2QK2R,423
27,white,Bf3,r2q1rk1pb3ppp1pn1p31Np5P1PPn3B3PB25PPPR2QK2R,423
28,black,Ng5,r2q1rk1pb3ppp1pn1p31Np3n1P1PP4B3PB25PPPR2QK2R,423
29,white,Bxc6,r2q1rk1pb3ppp1pB1p31Np3n1P1PP4B3P35PPPR2QK2R,423
30,black,Bxc6,r2q1rk1p4ppp1pb1p31Np3n1P1PP4B3P35PPPR2QK2R,423
31,white,f3,r2q1rk1p4ppp1pb1p31Np3n1P1PP4B3PP26PPR2QK2R,423
32,black,a6,r2q1rk15pppppb1p31Np3n1P1PP4B3PP26PPR2QK2R,423
33,white,Nc3,r2q1rk15pppppb1p32p3n1P1PP4B1N1PP26PPR2QK2R,423
34,black,f5,r2q1rk16ppppb1p32p2pn1P1PP4B1N1PP26PPR2QK2R,423
35,white,O-O,r2q1rk16ppppb1p32p2pn1P1PP4B1N1PP26PPR2Q1RK1,423
36,black,Qf6,r4rk16ppppb1pq22p2pn1P1PP4B1N1PP26PPR2Q1RK1,423
37,white,Qd3,r4rk16ppppb1pq22p2pn1P1PP4B1NQPP26PPR4RK1,423
38,black,Rfd8,r2r2k16ppppb1pq22p2pn1P1PP4B1NQPP26PPR4RK1,423
39,white,d5,r2r2k16ppppb1pq22pP1pn1P1P5B1NQPP26PPR4RK1,423
40,black,Nf7,r2r2k15nppppb1pq22pP1p2P1P5B1NQPP26PPR4RK1,423
41,white,e4,r2r2k15nppppb1pq22pP1p2P1P1P3B1NQ1P26PPR4RK1,423
42,black,exd5,r2r2k15nppppb2q22pp1p2P1P1P3B1NQ1P26PPR4RK1,423
43,white,cxd5,r2r2k15nppppb2q22pP1p2P3P3B1NQ1P26PPR4RK1,423
44,black,Bd7,r2r2k13b1npppp3q22pP1p2P3P3B1NQ1P26PPR4RK1,423
45,white,Bb2,r2r2k13b1npppp3q22pP1p2P3P32NQ1P21B4PPR4RK1,423
46,black,Ne5,r2r2k13b2pppp3q22pPnp2P3P32NQ1P21B4PPR4RK1,423
47,white,Qe2,r2r2k13b2pppp3q22pPnp2P3P32N2P21B2Q1PPR4RK1,423
48,black,f4,r2r2k13b2pppp3q22pPn3P3Pp22N2P21B2Q1PPR4RK1,423
49,white,Nd1,r2r2k13b2pppp3q22pPn3P3Pp25P21B2Q1PPR2N1RK1,423
50,black,b5,r2r2k13b2ppp4q21ppPn3P3Pp25P21B2Q1PPR2N1RK1,423
51,white,Nf2,r2r2k13b2ppp4q21ppPn3P3Pp25P21B2QNPPR4RK1,423
52,black,c4,r2r2k13b2ppp4q21p1Pn3P1p1Pp25P21B2QNPPR4RK1,423
53,white,axb5,r2r2k13b2ppp4q21P1Pn32p1Pp25P21B2QNPPR4RK1,423
54,black,axb5,r2r2k13b2pp5q21p1Pn32p1Pp25P21B2QNPPR4RK1,423
55,white,Qd2,r2r2k13b2pp5q21p1Pn32p1Pp25P21B1Q1NPPR4RK1,423
56,black,Rac8,2rr2k13b2pp5q21p1Pn32p1Pp25P21B1Q1NPPR4RK1,423
57,white,Rfc1,2rr2k13b2pp5q21p1Pn32p1Pp25P21B1Q1NPPR1R3K1,423
58,black,Re8,2r1r1k13b2pp5q21p1Pn32p1Pp25P21B1Q1NPPR1R3K1,423
59,white,Bc3,2r1r1k13b2pp5q21p1Pn32p1Pp22B2P23Q1NPPR1R3K1,423
60,black,Rc7,4r1k12rb2pp5q21p1Pn32p1Pp22B2P23Q1NPPR1R3K1,423
61,white,Kh1,4r1k12rb2pp5q21p1Pn32p1Pp22B2P23Q1NPPR1R4K,423
62,black,Rb7,4r1k11r1b2pp5q21p1Pn32p1Pp22B2P23Q1NPPR1R4K,423
63,white,Ra2,4r1k11r1b2pp5q21p1Pn32p1Pp22B2P2R2Q1NPP2R4K,423
64,black,h5,4r1k11r1b2p15q21p1Pn2p2p1Pp22B2P2R2Q1NPP2R4K,423
65,white,Rca1,4r1k11r1b2p15q21p1Pn2p2p1Pp22B2P2R2Q1NPPR6K,423
66,black,b4,4r1k11r1b2p15q23Pn2p1pp1Pp22B2P2R2Q1NPPR6K,423
67,white,Bxb4,4r1k11r1b2p15q23Pn2p1Bp1Pp25P2R2Q1NPPR6K,423
68,black,Qb6,4r1k11r1b2p11q63Pn2p1Bp1Pp25P2R2Q1NPPR6K,423
69,white,Bc3,4r1k11r1b2p11q63Pn2p2p1Pp22B2P2R2Q1NPPR6K,423
70,black,Qe3,4r1k11r1b2p183Pn2p2p1Pp22B1qP2R2Q1NPPR6K,423
71,white,Nd1,4r1k11r1b2p183Pn2p2p1Pp22B1qP2R2Q2PPR2N3K,423
72,black,Qxd2,4r1k11r1b2p183Pn2p2p1Pp22B2P2R2q2PPR2N3K,423
73,white,Rxd2,4r1k11r1b2p183Pn2p2p1Pp22B2P23R2PPR2N3K,423
74,black,Nd3,4r1k11r1b2p183P3p2p1Pp22Bn1P23R2PPR2N3K,423
75,white,Bd4,4r1k11r1b2p183P3p2pBPp23n1P23R2PPR2N3K,423
76,black,Reb8,1r4k11r1b2p183P3p2pBPp23n1P23R2PPR2N3K,423
77,white,Nc3,1r4k11r1b2p183P3p2pBPp22Nn1P23R2PPR6K,423
78,black,Rb3,1r4k13b2p183P3p2pBPp21rNn1P23R2PPR6K,423
79,white,h4,1r4k13b2p183P3p2pBPp1P1rNn1P23R2P1R6K,423
80,black,R8b7,6k11r1b2p183P3p2pBPp1P1rNn1P23R2P1R6K,423
81,white,Ra8+,R5k11r1b2p183P3p2pBPp1P1rNn1P23R2P17K,423
1,white,d4,rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR,424
2,black,e6,rnbqkbnrpppp1ppp4p383P48PPP1PPPPRNBQKBNR,424
3,white,e4,rnbqkbnrpppp1ppp4p383PP38PPP2PPPRNBQKBNR,424
4,black,d5,rnbqkbnrppp2ppp4p33p43PP38PPP2PPPRNBQKBNR,424
5,white,Nc3,rnbqkbnrppp2ppp4p33p43PP32N5PPP2PPPR1BQKBNR,424
6,black,Bb4,rnbqk1nrppp2ppp4p33p41b1PP32N5PPP2PPPR1BQKBNR,424
7,white,e5,rnbqk1nrppp2ppp4p33pP31b1P42N5PPP2PPPR1BQKBNR,424
8,black,c5,rnbqk1nrpp3ppp4p32ppP31b1P42N5PPP2PPPR1BQKBNR,424
9,white,a3,rnbqk1nrpp3ppp4p32ppP31b1P4P1N51PP2PPPR1BQKBNR,424
10,black,Bxc3+,rnbqk1nrpp3ppp4p32ppP33P4P1b51PP2PPPR1BQKBNR,424
11,white,bxc3,rnbqk1nrpp3ppp4p32ppP33P4P1P52P2PPPR1BQKBNR,424
12,black,Qc7,rnb1k1nrppq2ppp4p32ppP33P4P1P52P2PPPR1BQKBNR,424
13,white,Qg4,rnb1k1nrppq2ppp4p32ppP33P2Q1P1P52P2PPPR1B1KBNR,424
14,black,f5,rnb1k1nrppq3pp4p32ppPp23P2Q1P1P52P2PPPR1B1KBNR,424
15,white,Qg3,rnb1k1nrppq3pp4p32ppPp23P4P1P3Q12P2PPPR1B1KBNR,424
16,black,Ne7,rnb1k2rppq1n1pp4p32ppPp23P4P1P3Q12P2PPPR1B1KBNR,424
17,white,Bd2,rnb1k2rppq1n1pp4p32ppPp23P4P1P3Q12PB1PPPR3KBNR,424
18,black,O-O,rnb2rk1ppq1n1pp4p32ppPp23P4P1P3Q12PB1PPPR3KBNR,424
19,white,Bd3,rnb2rk1ppq1n1pp4p32ppPp23P4P1PB2Q12PB1PPPR3K1NR,424
20,black,b6,rnb2rk1p1q1n1pp1p2p32ppPp23P4P1PB2Q12PB1PPPR3K1NR,424
21,white,Nh3,rnb2rk1p1q1n1pp1p2p32ppPp23P4P1PB2QN2PB1PPPR3K2R,424
22,black,Ba6,rn3rk1p1q1n1ppbp2p32ppPp23P4P1PB2QN2PB1PPPR3K2R,424
23,white,Nf4,rn3rk1p1q1n1ppbp2p32ppPp23P1N2P1PB2Q12PB1PPPR3K2R,424
24,black,Qd7,rn3rk1p2qn1ppbp2p32ppPp23P1N2P1PB2Q12PB1PPPR3K2R,424
25,white,h4,rn3rk1p2qn1ppbp2p32ppPp23P1N1PP1PB2Q12PB1PP1R3K2R,424
26,black,Bxd3,rn3rk1p2qn1pp1p2p32ppPp23P1N1PP1Pb2Q12PB1PP1R3K2R,424
27,white,cxd3,rn3rk1p2qn1pp1p2p32ppPp23P1N1PP1PP2Q13B1PP1R3K2R,424
28,black,Nbc6,r4rk1p2qn1pp1pn1p32ppPp23P1N1PP1PP2Q13B1PP1R3K2R,424
29,white,Be3,r4rk1p2qn1pp1pn1p32ppPp23P1N1PP1PPB1Q15PP1R3K2R,424
30,black,cxd4,r4rk1p2qn1pp1pn1p33pPp23p1N1PP1PPB1Q15PP1R3K2R,424
31,white,cxd4,r4rk1p2qn1pp1pn1p33pPp23P1N1PP2PB1Q15PP1R3K2R,424
32,black,Rac8,2r2rk1p2qn1pp1pn1p33pPp23P1N1PP2PB1Q15PP1R3K2R,424
33,white,h5,2r2rk1p2qn1pp1pn1p33pPp1P3P1N2P2PB1Q15PP1R3K2R,424
34,black,Na5,2r2rk1p2qn1pp1p2p3n2pPp1P3P1N2P2PB1Q15PP1R3K2R,424
35,white,h6,2r2rk1p2qn1pp1p2p2Pn2pPp23P1N2P2PB1Q15PP1R3K2R,424
36,black,g6,2r2rk1p2qn2p1p2p1pPn2pPp23P1N2P2PB1Q15PP1R3K2R,424
37,white,O-O,2r2rk1p2qn2p1p2p1pPn2pPp23P1N2P2PB1Q15PP1R4RK1,424
38,black,Kh8,2r2r1kp2qn2p1p2p1pPn2pPp23P1N2P2PB1Q15PP1R4RK1,424
39,white,Rab1,2r2r1kp2qn2p1p2p1pPn2pPp23P1N2P2PB1Q15PP11R3RK1,424
40,black,Ng8,2r2rnkp2q3p1p2p1pPn2pPp23P1N2P2PB1Q15PP11R3RK1,424
41,white,Bd2,2r2rnkp2q3p1p2p1pPn2pPp23P1N2P2P2Q13B1PP11R3RK1,424
42,black,Nc6,2r2rnkp2q3p1pn1p1pP3pPp23P1N2P2P2Q13B1PP11R3RK1,424
43,white,Ne2,2r2rnkp2q3p1pn1p1pP3pPp23P4P2P2Q13BNPP11R3RK1,424
44,black,Nd8,2rn1rnkp2q3p1p2p1pP3pPp23P4P2P2Q13BNPP11R3RK1,424
45,white,Rfc1,2rn1rnkp2q3p1p2p1pP3pPp23P4P2P2Q13BNPP11RR3K1,424
46,black,Nf7,2r2rnkp2q1n1p1p2p1pP3pPp23P4P2P2Q13BNPP11RR3K1,424
47,white,Qh4,2r2rnkp2q1n1p1p2p1pP3pPp23P3QP2P43BNPP11RR3K1,424
48,black,Rxc1+,5rnkp2q1n1p1p2p1pP3pPp23P3QP2P43BNPP11Rr3K1,424
49,white,Rxc1,5rnkp2q1n1p1p2p1pP3pPp23P3QP2P43BNPP12R3K1,424
50,black,Rc8,2r3nkp2q1n1p1p2p1pP3pPp23P3QP2P43BNPP12R3K1,424
51,white,f3,2r3nkp2q1n1p1p2p1pP3pPp23P3QP2P1P23BN1P12R3K1,424
52,black,Rxc1+,6nkp2q1n1p1p2p1pP3pPp23P3QP2P1P23BN1P12r3K1,424
53,white,Bxc1,6nkp2q1n1p1p2p1pP3pPp23P3QP2P1P24N1P12B3K1,424
54,black,Qe7,6nkp3qn1p1p2p1pP3pPp23P3QP2P1P24N1P12B3K1,424
55,white,Qxe7,6nkp3Qn1p1p2p1pP3pPp23P4P2P1P24N1P12B3K1,424
56,black,Nxe7,7kp3nn1p1p2p1pP3pPp23P4P2P1P24N1P12B3K1,424
57,white,Nf4,7kp3nn1p1p2p1pP3pPp23P1N2P2P1P26P12B3K1,424
58,black,Nd8,3n3kp3n2p1p2p1pP3pPp23P1N2P2P1P26P12B3K1,424
59,white,g4,3n3kp3n2p1p2p1pP3pPp23P1NP1P2P1P282B3K1,424
60,black,fxg4,3n3kp3n2p1p2p1pP3pP33P1Np1P2P1P282B3K1,424
61,white,fxg4,3n3kp3n2p1p2p1pP3pP33P1NP1P2P482B3K1,424
62,black,Nec6,3n3kp6p1pn1p1pP3pP33P1NP1P2P482B3K1,424
63,white,Ne2,3n3kp6p1pn1p1pP3pP33P2P1P2P44N32B3K1,424
64,black,Kg8,3n2k1p6p1pn1p1pP3pP33P2P1P2P44N32B3K1,424
65,white,Kf2,3n2k1p6p1pn1p1pP3pP33P2P1P2P44NK22B5,424
66,black,Kf8,3n1k2p6p1pn1p1pP3pP33P2P1P2P44NK22B5,424
67,white,Ke1,3n1k2p6p1pn1p1pP3pP33P2P1P2P44N32B1K3,424
68,black,Nf7,5k2p4n1p1pn1p1pP3pP33P2P1P2P44N32B1K3,424
69,white,g5,5k2p4n1p1pn1p1pP3pP1P13P4P2P44N32B1K3,424
70,black,Ke7,8p3kn1p1pn1p1pP3pP1P13P4P2P44N32B1K3,424
71,white,Kd1,8p3kn1p1pn1p1pP3pP1P13P4P2P44N32BK4,424
72,black,Kd7,8p2k1n1p1pn1p1pP3pP1P13P4P2P44N32BK4,424
73,white,Kc2,8p2k1n1p1pn1p1pP3pP1P13P4P2P42K1N32B5,424
74,black,b5,8p2k1n1p2n1p1pP1p1pP1P13P4P2P42K1N32B5,424
75,white,Kb3,8p2k1n1p2n1p1pP1p1pP1P13P4PK1P44N32B5,424
76,black,a6,83k1n1pp1n1p1pP1p1pP1P13P4PK1P44N32B5,424
77,white,a4,83k1n1pp1n1p1pP1p1pP1P1P2P41K1P44N32B5,424
78,black,Kc7,82k2n1pp1n1p1pP1p1pP1P1P2P41K1P44N32B5,424
79,white,axb5,82k2n1pp1n1p1pP1P1pP1P13P41K1P44N32B5,424
80,black,axb5,82k2n1p2n1p1pP1p1pP1P13P41K1P44N32B5,424
81,white,Bd2,82k2n1p2n1p1pP1p1pP1P13P41K1P43BN38,424
82,black,Kb6,85n1p1kn1p1pP1p1pP1P13P41K1P43BN38,424
83,white,Ka3,85n1p1kn1p1pP1p1pP1P13P4K2P43BN38,424
84,black,Kb7,81k3n1p2n1p1pP1p1pP1P13P4K2P43BN38,424
85,white,Kb2,81k3n1p2n1p1pP1p1pP1P13P43P41K1BN38,424
86,black,Ka6,85n1pk1n1p1pP1p1pP1P13P43P41K1BN38,424
87,white,Ka3,85n1pk1n1p1pP1p1pP1P13P4K2P43BN38,424
88,black,Nfd8,3n47pk1n1p1pP1p1pP1P13P4K2P43BN38,424
89,white,Be1,3n47pk1n1p1pP1p1pP1P13P4K2P44N34B3,424
90,black,Ne7,3n44n2pk3p1pP1p1pP1P13P4K2P44N34B3,424
91,white,Nc1,3n44n2pk3p1pP1p1pP1P13P4K2P482N1B3,424
1,white,c4,rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR,425
2,black,Nf6,rnbqkb1rpppppppp5n282P58PP1PPPPPRNBQKBNR,425
3,white,Nc3,rnbqkb1rpppppppp5n282P52N5PP1PPPPPR1BQKBNR,425
4,black,e6,rnbqkb1rpppp1ppp4pn282P52N5PP1PPPPPR1BQKBNR,425
5,white,d4,rnbqkb1rpppp1ppp4pn282PP42N5PP2PPPPR1BQKBNR,425
6,black,Bb4,rnbqk2rpppp1ppp4pn281bPP42N5PP2PPPPR1BQKBNR,425
7,white,e3,rnbqk2rpppp1ppp4pn281bPP42N1P3PP3PPPR1BQKBNR,425
8,black,b6,rnbqk2rp1pp1ppp1p2pn281bPP42N1P3PP3PPPR1BQKBNR,425
9,white,Ne2,rnbqk2rp1pp1ppp1p2pn281bPP42N1P3PP2NPPPR1BQKB1R,425
10,black,Ba6,rn1qk2rp1pp1pppbp2pn281bPP42N1P3PP2NPPPR1BQKB1R,425
11,white,a3,rn1qk2rp1pp1pppbp2pn281bPP4P1N1P31P2NPPPR1BQKB1R,425
12,black,Bxc3+,rn1qk2rp1pp1pppbp2pn282PP4P1b1P31P2NPPPR1BQKB1R,425
13,white,Nxc3,rn1qk2rp1pp1pppbp2pn282PP4P1N1P31P3PPPR1BQKB1R,425
14,black,d5,rn1qk2rp1p2pppbp2pn23p42PP4P1N1P31P3PPPR1BQKB1R,425
15,white,b3,rn1qk2rp1p2pppbp2pn23p42PP4PPN1P35PPPR1BQKB1R,425
16,black,O-O,rn1q1rk1p1p2pppbp2pn23p42PP4PPN1P35PPPR1BQKB1R,425
17,white,Be2,rn1q1rk1p1p2pppbp2pn23p42PP4PPN1P34BPPPR1BQK2R,425
18,black,dxc4,rn1q1rk1p1p2pppbp2pn282pP4PPN1P34BPPPR1BQK2R,425
19,white,bxc4,rn1q1rk1p1p2pppbp2pn282PP4P1N1P34BPPPR1BQK2R,425
20,black,Nc6,r2q1rk1p1p2pppbpn1pn282PP4P1N1P34BPPPR1BQK2R,425
21,white,a4,r2q1rk1p1p2pppbpn1pn28P1PP42N1P34BPPPR1BQK2R,425
22,black,Qd7,r4rk1p1pq1pppbpn1pn28P1PP42N1P34BPPPR1BQK2R,425
23,white,Nb5,r4rk1p1pq1pppbpn1pn21N6P1PP44P34BPPPR1BQK2R,425
24,black,Rfd8,r2r2k1p1pq1pppbpn1pn21N6P1PP44P34BPPPR1BQK2R,425
25,white,Bb2,r2r2k1p1pq1pppbpn1pn21N6P1PP44P31B2BPPPR2QK2R,425
26,black,Na5,r2r2k1p1pq1pppbp2pn2nN6P1PP44P31B2BPPPR2QK2R,425
27,white,Qc2,r2r2k1p1pq1pppbp2pn2nN6P1PP44P31BQ1BPPPR3K2R,425
28,black,c6,r2r2k1p2q1pppbpp1pn2nN6P1PP44P31BQ1BPPPR3K2R,425
29,white,Na3,r2r2k1p2q1pppbpp1pn2n7P1PP4N3P31BQ1BPPPR3K2R,425
30,black,Qe7,r2r2k1p3qpppbpp1pn2n7P1PP4N3P31BQ1BPPPR3K2R,425
31,white,O-O,r2r2k1p3qpppbpp1pn2n7P1PP4N3P31BQ1BPPPR4RK1,425
32,black,c5,r2r2k1p3qpppbp2pn2n1p5P1PP4N3P31BQ1BPPPR4RK1,425
33,white,Nb5,r2r2k1p3qpppbp2pn2nNp5P1PP44P31BQ1BPPPR4RK1,425
34,black,Bb7,r2r2k1pb2qppp1p2pn2nNp5P1PP44P31BQ1BPPPR4RK1,425
35,white,Ba3,r2r2k1pb2qppp1p2pn2nNp5P1PP4B3P32Q1BPPPR4RK1,425
36,black,Nc6,r2r2k1pb2qppp1pn1pn21Np5P1PP4B3P32Q1BPPPR4RK1,425
37,white,Rfd1,r2r2k1pb2qppp1pn1pn21Np5P1PP4B3P32Q1BPPPR2R2K1,425
38,black,a6,r2r2k11b2qpppppn1pn21Np5P1PP4B3P32Q1BPPPR2R2K1,425
39,white,Nc3,r2r2k11b2qpppppn1pn22p5P1PP4B1N1P32Q1BPPPR2R2K1,425
40,black,Nb4,r2r2k11b2qppppp2pn22p5PnPP4B1N1P32Q1BPPPR2R2K1,425
41,white,Qb3,r2r2k11b2qppppp2pn22p5PnPP4BQN1P34BPPPR2R2K1,425
42,black,a5,r2r2k11b2qppp1p2pn2p1p5PnPP4BQN1P34BPPPR2R2K1,425
43,white,Nb5,r2r2k11b2qppp1p2pn2pNp5PnPP4BQ2P34BPPPR2R2K1,425
44,black,h6,r2r2k11b2qpp11p2pn1ppNp5PnPP4BQ2P34BPPPR2R2K1,425
45,white,Bb2,r2r2k11b2qpp11p2pn1ppNp5PnPP41Q2P31B2BPPPR2R2K1,425
46,black,Rac8,2rr2k11b2qpp11p2pn1ppNp5PnPP41Q2P31B2BPPPR2R2K1,425
47,white,f3,2rr2k11b2qpp11p2pn1ppNp5PnPP41Q2PP21B2B1PPR2R2K1,425
48,black,cxd4,2rr2k11b2qpp11p2pn1ppN6PnPp41Q2PP21B2B1PPR2R2K1,425
49,white,exd4,2rr2k11b2qpp11p2pn1ppN6PnPP41Q3P21B2B1PPR2R2K1,425
50,black,Nh5,2rr2k11b2qpp11p2p2ppN5nPnPP41Q3P21B2B1PPR2R2K1,425
51,white,Bf1,2rr2k11b2qpp11p2p2ppN5nPnPP41Q3P21B4PPR2R1BK1,425
52,black,Qg5,2rr2k11b3pp11p2p2ppN4qnPnPP41Q3P21B4PPR2R1BK1,425
53,white,Ba3,2rr2k11b3pp11p2p2ppN4qnPnPP4BQ3P26PPR2R1BK1,425
54,black,Nf4,2rr2k11b3pp11p2p2ppN4q1PnPP1n2BQ3P26PPR2R1BK1,425
55,white,Kh1,2rr2k11b3pp11p2p2ppN4q1PnPP1n2BQ3P26PPR2R1B1K,425
56,black,h5,2rr2k11b3pp11p2p3pN4qpPnPP1n2BQ3P26PPR2R1B1K,425
57,white,Bxb4,2rr2k11b3pp11p2p3pN4qpPBPP1n21Q3P26PPR2R1B1K,425
58,black,axb4,2rr2k11b3pp11p2p31N4qpPpPP1n21Q3P26PPR2R1B1K,425
59,white,Qxb4,2rr2k11b3pp11p2p31N4qpPQPP1n25P26PPR2R1B1K,425
60,black,h4,2rr2k11b3pp11p2p31N4q1PQPP1n1p5P26PPR2R1B1K,425
61,white,Ra3,2rr2k11b3pp11p2p31N4q1PQPP1n1pR4P26PP3R1B1K,425
62,black,Rc5,3r2k11b3pp11p2p31Nr3q1PQPP1n1pR4P26PP3R1B1K,425
63,white,Re1,3r2k11b3pp11p2p31Nr3q1PQPP1n1pR4P26PP4RB1K,425
64,black,Rf5,3r2k11b3pp11p2p31N3rq1PQPP1n1pR4P26PP4RB1K,425
65,white,Nd6,3r2k11b3pp11p1Np35rq1PQPP1n1pR4P26PP4RB1K,425
66,black,Nxg2,3r2k11b3pp11p1Np35rq1PQPP3pR4P26nP4RB1K,425
67,white,Bxg2,3r2k11b3pp11p1Np35rq1PQPP3pR4P26BP4R2K,425
68,black,h3,3r2k11b3pp11p1Np35rq1PQPP4R4P1p6BP4R2K,425
69,white,Bxh3,3r2k11b3pp11p1Np35rq1PQPP4R4P1B7P4R2K,425
70,black,Bxf3+,3r2k15pp11p1Np35rq1PQPP4R4b1B7P4R2K,425
71,white,Rxf3,3r2k15pp11p1Np35rq1PQPP45R1B7P4R2K,425
72,black,Rxf3,3r2k15pp11p1Np36q1PQPP45r1B7P4R2K,425
73,white,Nxf7,3r2k15Np11p2p36q1PQPP45r1B7P4R2K,425
74,black,Rxf7,3r2k15rp11p2p36q1PQPP47B7P4R2K,425
75,white,Bxe6,3r2k15rp11p2B36q1PQPP487P4R2K,425
76,black,Rxd4,6k15rp11p2B36q1PQPr487P4R2K,425
77,white,Qxb6,6k15rp11Q2B36q1P1Pr487P4R2K,425
78,black,Rf4,6k15rp11Q2B36q1P1P2r287P4R2K,425
79,white,Bxf7+,6k15Bp11Q66q1P1P2r287P4R2K,425
80,black,Rxf7,6k15rp11Q66q1P1P587P4R2K,425
81,white,Qe6,6k15rp14Q36q1P1P587P4R2K,425
82,black,Qf4,6k15rp14Q38P1P2q287P4R2K,425
83,white,Qc6,6k15rp12Q58P1P2q287P4R2K,425
84,black,Rf5,6k16p12Q55r2P1P2q287P4R2K,425
85,white,Qa8+,Q5k16p185r2P1P2q287P4R2K,425
86,black,Kh7,Q76pk85r2P1P2q287P4R2K,425
87,white,Qe4,86pk85r2P1P1Qq287P4R2K,425
88,black,Qxe4+,86pk85r2P1P1q387P4R2K,425
89,white,Rxe4,86pk85r2P1P1R387P7K,425
90,black,Ra5,86pk8r7P1P1R387P7K,425
91,white,Kg2,86pk8r7P1P1R386KP8,425
92,black,Kg6,86p16k1r7P1P1R386KP8,425
93,white,Kf3,86p16k1r7P1P1R35K27P8,425
94,black,Kf5,86p18r4k2P1P1R35K27P8,425
95,white,Rf4+,86p18r4k2P1P2R25K27P8,425
96,black,Ke5,86p18r3k3P1P2R25K27P8,425
97,white,Re4+,86p18r3k3P1P1R35K27P8,425
98,black,Kf5,86p18r4k2P1P1R35K27P8,425
99,white,Rf4+,86p18r4k2P1P2R25K27P8,425
100,black,Ke5,86p18r3k3P1P2R25K27P8,425
101,white,Kg4,86p18r3k3P1P2RK187P8,425
102,black,Rxa4,86p184k3r1P2RK187P8,425
103,white,Kg5,86p184k1K1r1P2R287P8,425
104,black,Ra6,86p1r74k1K12P2R287P8,425
105,white,h4,86p1r74k1K12P2R1P888,425
106,black,Rc6,86p12r54k1K12P2R1P888,425
107,white,h5,86p12r54k1KP2P2R2888,425
108,black,Ke6,86p12r1k36KP2P2R2888,425
109,white,Kg6,86p12r1k1K17P2P2R2888,425
110,black,Ke5+,86p12r3K14k2P2P2R2888,425
111,white,Kg5,86p12r54k1KP2P2R2888,425
112,black,Ke6,86p12r1k36KP2P2R2888,425
1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,426
2,black,e5,rnbqkbnrpppp1ppp84p34P38PPPP1PPPRNBQKBNR,426
3,white,Nf3,rnbqkbnrpppp1ppp84p34P35N2PPPP1PPPRNBQKB1R,426
